id,bool_col,tinyint_col,smallint_col,int_col,bigint_col,float_col,double_col,date_string_col,string_col,timestamp_col,year,month
6960,1,0,0,0,0,0.0,0.0,11/28/10,0,2010-11-28 04:30:12.150,2010,11
6961,0,1,1,1,10,1.10000002384,10.1,11/28/10,1,2010-11-28 04:31:12.150,2010,11
6962,1,2,2,2,20,2.20000004768,20.2,11/28/10,2,2010-11-28 04:32:12.160,2010,11
6963,0,3,3,3,30,3.29999995232,30.3,11/28/10,3,2010-11-28 04:33:12.180,2010,11
6964,1,4,4,4,40,4.40000009537,40.4,11/28/10,4,2010-11-28 04:34:12.210,2010,11
6965,0,5,5,5,50,5.5,50.5,11/28/10,5,2010-11-28 04:35:12.250,2010,11
6966,1,6,6,6,60,6.59999990463,60.6,11/28/10,6,2010-11-28 04:36:12.300,2010,11
6967,0,7,7,7,70,7.69999980927,70.7,11/28/10,7,2010-11-28 04:37:12.360,2010,11
6968,1,8,8,8,80,8.80000019073,80.8,11/28/10,8,2010-11-28 04:38:12.430,2010,11
6969,0,9,9,9,90,9.89999961853,90.9,11/28/10,9,2010-11-28 04:39:12.510,2010,11
6970,1,0,0,0,0,0.0,0.0,11/29/10,0,2010-11-29 04:40:12.600,2010,11
6971,0,1,1,1,10,1.10000002384,10.1,11/29/10,1,2010-11-29 04:41:12.600,2010,11
6972,1,2,2,2,20,2.20000004768,20.2,11/29/10,2,2010-11-29 04:42:12.610,2010,11
6973,0,3,3,3,30,3.29999995232,30.3,11/29/10,3,2010-11-29 04:43:12.630,2010,11
6974,1,4,4,4,40,4.40000009537,40.4,11/29/10,4,2010-11-29 04:44:12.660,2010,11
6975,0,5,5,5,50,5.5,50.5,11/29/10,5,2010-11-29 04:45:12.700,2010,11
6976,1,6,6,6,60,6.59999990463,60.6,11/29/10,6,2010-11-29 04:46:12.750,2010,11
6977,0,7,7,7,70,7.69999980927,70.7,11/29/10,7,2010-11-29 04:47:12.810,2010,11
6978,1,8,8,8,80,8.80000019073,80.8,11/29/10,8,2010-11-29 04:48:12.880,2010,11
6979,0,9,9,9,90,9.89999961853,90.9,11/29/10,9,2010-11-29 04:49:12.960,2010,11
6980,1,0,0,0,0,0.0,0.0,11/30/10,0,2010-11-30 04:50:13.500,2010,11
6981,0,1,1,1,10,1.10000002384,10.1,11/30/10,1,2010-11-30 04:51:13.500,2010,11
6982,1,2,2,2,20,2.20000004768,20.2,11/30/10,2,2010-11-30 04:52:13.600,2010,11
6983,0,3,3,3,30,3.29999995232,30.3,11/30/10,3,2010-11-30 04:53:13.800,2010,11
6984,1,4,4,4,40,4.40000009537,40.4,11/30/10,4,2010-11-30 04:54:13.110,2010,11
6985,0,5,5,5,50,5.5,50.5,11/30/10,5,2010-11-30 04:55:13.150,2010,11
6986,1,6,6,6,60,6.59999990463,60.6,11/30/10,6,2010-11-30 04:56:13.200,2010,11
6987,0,7,7,7,70,7.69999980927,70.7,11/30/10,7,2010-11-30 04:57:13.260,2010,11
6988,1,8,8,8,80,8.80000019073,80.8,11/30/10,8,2010-11-30 04:58:13.330,2010,11
6989,0,9,9,9,90,9.89999961853,90.9,11/30/10,9,2010-11-30 04:59:13.410,2010,11
1510,1,0,0,0,0,0.0,0.0,06/01/09,0,2009-06-01 00:00:00.000,2009,6
1511,0,1,1,1,10,1.10000002384,10.1,06/01/09,1,2009-06-01 00:01:00.000,2009,6
1512,1,2,2,2,20,2.20000004768,20.2,06/01/09,2,2009-06-01 00:02:00.100,2009,6
1513,0,3,3,3,30,3.29999995232,30.3,06/01/09,3,2009-06-01 00:03:00.300,2009,6
1514,1,4,4,4,40,4.40000009537,40.4,06/01/09,4,2009-06-01 00:04:00.600,2009,6
1515,0,5,5,5,50,5.5,50.5,06/01/09,5,2009-06-01 00:05:00.100,2009,6
1516,1,6,6,6,60,6.59999990463,60.6,06/01/09,6,2009-06-01 00:06:00.150,2009,6
1517,0,7,7,7,70,7.69999980927,70.7,06/01/09,7,2009-06-01 00:07:00.210,2009,6
1518,1,8,8,8,80,8.80000019073,80.8,06/01/09,8,2009-06-01 00:08:00.280,2009,6
1519,0,9,9,9,90,9.89999961853,90.9,06/01/09,9,2009-06-01 00:09:00.360,2009,6
1520,1,0,0,0,0,0.0,0.0,06/02/09,0,2009-06-02 00:10:00.450,2009,6
1521,0,1,1,1,10,1.10000002384,10.1,06/02/09,1,2009-06-02 00:11:00.450,2009,6
1522,1,2,2,2,20,2.20000004768,20.2,06/02/09,2,2009-06-02 00:12:00.460,2009,6
1523,0,3,3,3,30,3.29999995232,30.3,06/02/09,3,2009-06-02 00:13:00.480,2009,6
1524,1,4,4,4,40,4.40000009537,40.4,06/02/09,4,2009-06-02 00:14:00.510,2009,6
1525,0,5,5,5,50,5.5,50.5,06/02/09,5,2009-06-02 00:15:00.550,2009,6
1526,1,6,6,6,60,6.59999990463,60.6,06/02/09,6,2009-06-02 00:16:00.600,2009,6
1527,0,7,7,7,70,7.69999980927,70.7,06/02/09,7,2009-06-02 00:17:00.660,2009,6
1528,1,8,8,8,80,8.80000019073,80.8,06/02/09,8,2009-06-02 00:18:00.730,2009,6
1529,0,9,9,9,90,9.89999961853,90.9,06/02/09,9,2009-06-02 00:19:00.810,2009,6
1530,1,0,0,0,0,0.0,0.0,06/03/09,0,2009-06-03 00:20:00.900,2009,6
1531,0,1,1,1,10,1.10000002384,10.1,06/03/09,1,2009-06-03 00:21:00.900,2009,6
1532,1,2,2,2,20,2.20000004768,20.2,06/03/09,2,2009-06-03 00:22:00.910,2009,6
1533,0,3,3,3,30,3.29999995232,30.3,06/03/09,3,2009-06-03 00:23:00.930,2009,6
1534,1,4,4,4,40,4.40000009537,40.4,06/03/09,4,2009-06-03 00:24:00.960,2009,6
1535,0,5,5,5,50,5.5,50.5,06/03/09,5,2009-06-03 00:25:01.000,2009,6
1536,1,6,6,6,60,6.59999990463,60.6,06/03/09,6,2009-06-03 00:26:01.500,2009,6
1537,0,7,7,7,70,7.69999980927,70.7,06/03/09,7,2009-06-03 00:27:01.110,2009,6
1538,1,8,8,8,80,8.80000019073,80.8,06/03/09,8,2009-06-03 00:28:01.180,2009,6
1539,0,9,9,9,90,9.89999961853,90.9,06/03/09,9,2009-06-03 00:29:01.260,2009,6
1540,1,0,0,0,0,0.0,0.0,06/04/09,0,2009-06-04 00:30:01.350,2009,6
1541,0,1,1,1,10,1.10000002384,10.1,06/04/09,1,2009-06-04 00:31:01.350,2009,6
1542,1,2,2,2,20,2.20000004768,20.2,06/04/09,2,2009-06-04 00:32:01.360,2009,6
1543,0,3,3,3,30,3.29999995232,30.3,06/04/09,3,2009-06-04 00:33:01.380,2009,6
1544,1,4,4,4,40,4.40000009537,40.4,06/04/09,4,2009-06-04 00:34:01.410,2009,6
1545,0,5,5,5,50,5.5,50.5,06/04/09,5,2009-06-04 00:35:01.450,2009,6
1546,1,6,6,6,60,6.59999990463,60.6,06/04/09,6,2009-06-04 00:36:01.500,2009,6
1547,0,7,7,7,70,7.69999980927,70.7,06/04/09,7,2009-06-04 00:37:01.560,2009,6
1548,1,8,8,8,80,8.80000019073,80.8,06/04/09,8,2009-06-04 00:38:01.630,2009,6
1549,0,9,9,9,90,9.89999961853,90.9,06/04/09,9,2009-06-04 00:39:01.710,2009,6
1550,1,0,0,0,0,0.0,0.0,06/05/09,0,2009-06-05 00:40:01.800,2009,6
1551,0,1,1,1,10,1.10000002384,10.1,06/05/09,1,2009-06-05 00:41:01.800,2009,6
1552,1,2,2,2,20,2.20000004768,20.2,06/05/09,2,2009-06-05 00:42:01.810,2009,6
1553,0,3,3,3,30,3.29999995232,30.3,06/05/09,3,2009-06-05 00:43:01.830,2009,6
1554,1,4,4,4,40,4.40000009537,40.4,06/05/09,4,2009-06-05 00:44:01.860,2009,6
1555,0,5,5,5,50,5.5,50.5,06/05/09,5,2009-06-05 00:45:01.900,2009,6
1556,1,6,6,6,60,6.59999990463,60.6,06/05/09,6,2009-06-05 00:46:01.950,2009,6
1557,0,7,7,7,70,7.69999980927,70.7,06/05/09,7,2009-06-05 00:47:02.100,2009,6
1558,1,8,8,8,80,8.80000019073,80.8,06/05/09,8,2009-06-05 00:48:02.800,2009,6
1559,0,9,9,9,90,9.89999961853,90.9,06/05/09,9,2009-06-05 00:49:02.160,2009,6
1560,1,0,0,0,0,0.0,0.0,06/06/09,0,2009-06-06 00:50:02.250,2009,6
1561,0,1,1,1,10,1.10000002384,10.1,06/06/09,1,2009-06-06 00:51:02.250,2009,6
1562,1,2,2,2,20,2.20000004768,20.2,06/06/09,2,2009-06-06 00:52:02.260,2009,6
1563,0,3,3,3,30,3.29999995232,30.3,06/06/09,3,2009-06-06 00:53:02.280,2009,6
1564,1,4,4,4,40,4.40000009537,40.4,06/06/09,4,2009-06-06 00:54:02.310,2009,6
1565,0,5,5,5,50,5.5,50.5,06/06/09,5,2009-06-06 00:55:02.350,2009,6
1566,1,6,6,6,60,6.59999990463,60.6,06/06/09,6,2009-06-06 00:56:02.400,2009,6
1567,0,7,7,7,70,7.69999980927,70.7,06/06/09,7,2009-06-06 00:57:02.460,2009,6
1568,1,8,8,8,80,8.80000019073,80.8,06/06/09,8,2009-06-06 00:58:02.530,2009,6
1569,0,9,9,9,90,9.89999961853,90.9,06/06/09,9,2009-06-06 00:59:02.610,2009,6
1570,1,0,0,0,0,0.0,0.0,06/07/09,0,2009-06-07 01:00:02.700,2009,6
1571,0,1,1,1,10,1.10000002384,10.1,06/07/09,1,2009-06-07 01:01:02.700,2009,6
1572,1,2,2,2,20,2.20000004768,20.2,06/07/09,2,2009-06-07 01:02:02.710,2009,6
1573,0,3,3,3,30,3.29999995232,30.3,06/07/09,3,2009-06-07 01:03:02.730,2009,6
1574,1,4,4,4,40,4.40000009537,40.4,06/07/09,4,2009-06-07 01:04:02.760,2009,6
1575,0,5,5,5,50,5.5,50.5,06/07/09,5,2009-06-07 01:05:02.800,2009,6
1576,1,6,6,6,60,6.59999990463,60.6,06/07/09,6,2009-06-07 01:06:02.850,2009,6
1577,0,7,7,7,70,7.69999980927,70.7,06/07/09,7,2009-06-07 01:07:02.910,2009,6
1578,1,8,8,8,80,8.80000019073,80.8,06/07/09,8,2009-06-07 01:08:02.980,2009,6
1579,0,9,9,9,90,9.89999961853,90.9,06/07/09,9,2009-06-07 01:09:03.600,2009,6
1580,1,0,0,0,0,0.0,0.0,06/08/09,0,2009-06-08 01:10:03.150,2009,6
1581,0,1,1,1,10,1.10000002384,10.1,06/08/09,1,2009-06-08 01:11:03.150,2009,6
1582,1,2,2,2,20,2.20000004768,20.2,06/08/09,2,2009-06-08 01:12:03.160,2009,6
1583,0,3,3,3,30,3.29999995232,30.3,06/08/09,3,2009-06-08 01:13:03.180,2009,6
1584,1,4,4,4,40,4.40000009537,40.4,06/08/09,4,2009-06-08 01:14:03.210,2009,6
1585,0,5,5,5,50,5.5,50.5,06/08/09,5,2009-06-08 01:15:03.250,2009,6
1586,1,6,6,6,60,6.59999990463,60.6,06/08/09,6,2009-06-08 01:16:03.300,2009,6
1587,0,7,7,7,70,7.69999980927,70.7,06/08/09,7,2009-06-08 01:17:03.360,2009,6
1588,1,8,8,8,80,8.80000019073,80.8,06/08/09,8,2009-06-08 01:18:03.430,2009,6
1589,0,9,9,9,90,9.89999961853,90.9,06/08/09,9,2009-06-08 01:19:03.510,2009,6
1590,1,0,0,0,0,0.0,0.0,06/09/09,0,2009-06-09 01:20:03.600,2009,6
1591,0,1,1,1,10,1.10000002384,10.1,06/09/09,1,2009-06-09 01:21:03.600,2009,6
1592,1,2,2,2,20,2.20000004768,20.2,06/09/09,2,2009-06-09 01:22:03.610,2009,6
1593,0,3,3,3,30,3.29999995232,30.3,06/09/09,3,2009-06-09 01:23:03.630,2009,6
1594,1,4,4,4,40,4.40000009537,40.4,06/09/09,4,2009-06-09 01:24:03.660,2009,6
1595,0,5,5,5,50,5.5,50.5,06/09/09,5,2009-06-09 01:25:03.700,2009,6
1596,1,6,6,6,60,6.59999990463,60.6,06/09/09,6,2009-06-09 01:26:03.750,2009,6
1597,0,7,7,7,70,7.69999980927,70.7,06/09/09,7,2009-06-09 01:27:03.810,2009,6
1598,1,8,8,8,80,8.80000019073,80.8,06/09/09,8,2009-06-09 01:28:03.880,2009,6
1599,0,9,9,9,90,9.89999961853,90.9,06/09/09,9,2009-06-09 01:29:03.960,2009,6
1600,1,0,0,0,0,0.0,0.0,06/10/09,0,2009-06-10 01:30:04.500,2009,6
1601,0,1,1,1,10,1.10000002384,10.1,06/10/09,1,2009-06-10 01:31:04.500,2009,6
1602,1,2,2,2,20,2.20000004768,20.2,06/10/09,2,2009-06-10 01:32:04.600,2009,6
1603,0,3,3,3,30,3.29999995232,30.3,06/10/09,3,2009-06-10 01:33:04.800,2009,6
1604,1,4,4,4,40,4.40000009537,40.4,06/10/09,4,2009-06-10 01:34:04.110,2009,6
1605,0,5,5,5,50,5.5,50.5,06/10/09,5,2009-06-10 01:35:04.150,2009,6
1606,1,6,6,6,60,6.59999990463,60.6,06/10/09,6,2009-06-10 01:36:04.200,2009,6
1607,0,7,7,7,70,7.69999980927,70.7,06/10/09,7,2009-06-10 01:37:04.260,2009,6
1608,1,8,8,8,80,8.80000019073,80.8,06/10/09,8,2009-06-10 01:38:04.330,2009,6
1609,0,9,9,9,90,9.89999961853,90.9,06/10/09,9,2009-06-10 01:39:04.410,2009,6
1610,1,0,0,0,0,0.0,0.0,06/11/09,0,2009-06-11 01:40:04.500,2009,6
1611,0,1,1,1,10,1.10000002384,10.1,06/11/09,1,2009-06-11 01:41:04.500,2009,6
1612,1,2,2,2,20,2.20000004768,20.2,06/11/09,2,2009-06-11 01:42:04.510,2009,6
1613,0,3,3,3,30,3.29999995232,30.3,06/11/09,3,2009-06-11 01:43:04.530,2009,6
1614,1,4,4,4,40,4.40000009537,40.4,06/11/09,4,2009-06-11 01:44:04.560,2009,6
1615,0,5,5,5,50,5.5,50.5,06/11/09,5,2009-06-11 01:45:04.600,2009,6
1616,1,6,6,6,60,6.59999990463,60.6,06/11/09,6,2009-06-11 01:46:04.650,2009,6
1617,0,7,7,7,70,7.69999980927,70.7,06/11/09,7,2009-06-11 01:47:04.710,2009,6
1618,1,8,8,8,80,8.80000019073,80.8,06/11/09,8,2009-06-11 01:48:04.780,2009,6
1619,0,9,9,9,90,9.89999961853,90.9,06/11/09,9,2009-06-11 01:49:04.860,2009,6
1620,1,0,0,0,0,0.0,0.0,06/12/09,0,2009-06-12 01:50:04.950,2009,6
1621,0,1,1,1,10,1.10000002384,10.1,06/12/09,1,2009-06-12 01:51:04.950,2009,6
1622,1,2,2,2,20,2.20000004768,20.2,06/12/09,2,2009-06-12 01:52:04.960,2009,6
1623,0,3,3,3,30,3.29999995232,30.3,06/12/09,3,2009-06-12 01:53:04.980,2009,6
1624,1,4,4,4,40,4.40000009537,40.4,06/12/09,4,2009-06-12 01:54:05.100,2009,6
1625,0,5,5,5,50,5.5,50.5,06/12/09,5,2009-06-12 01:55:05.500,2009,6
1626,1,6,6,6,60,6.59999990463,60.6,06/12/09,6,2009-06-12 01:56:05.100,2009,6
1627,0,7,7,7,70,7.69999980927,70.7,06/12/09,7,2009-06-12 01:57:05.160,2009,6
1628,1,8,8,8,80,8.80000019073,80.8,06/12/09,8,2009-06-12 01:58:05.230,2009,6
1629,0,9,9,9,90,9.89999961853,90.9,06/12/09,9,2009-06-12 01:59:05.310,2009,6
1630,1,0,0,0,0,0.0,0.0,06/13/09,0,2009-06-13 02:00:05.400,2009,6
1631,0,1,1,1,10,1.10000002384,10.1,06/13/09,1,2009-06-13 02:01:05.400,2009,6
1632,1,2,2,2,20,2.20000004768,20.2,06/13/09,2,2009-06-13 02:02:05.410,2009,6
1633,0,3,3,3,30,3.29999995232,30.3,06/13/09,3,2009-06-13 02:03:05.430,2009,6
1634,1,4,4,4,40,4.40000009537,40.4,06/13/09,4,2009-06-13 02:04:05.460,2009,6
1635,0,5,5,5,50,5.5,50.5,06/13/09,5,2009-06-13 02:05:05.500,2009,6
1636,1,6,6,6,60,6.59999990463,60.6,06/13/09,6,2009-06-13 02:06:05.550,2009,6
1637,0,7,7,7,70,7.69999980927,70.7,06/13/09,7,2009-06-13 02:07:05.610,2009,6
1638,1,8,8,8,80,8.80000019073,80.8,06/13/09,8,2009-06-13 02:08:05.680,2009,6
1639,0,9,9,9,90,9.89999961853,90.9,06/13/09,9,2009-06-13 02:09:05.760,2009,6
1640,1,0,0,0,0,0.0,0.0,06/14/09,0,2009-06-14 02:10:05.850,2009,6
1641,0,1,1,1,10,1.10000002384,10.1,06/14/09,1,2009-06-14 02:11:05.850,2009,6
1642,1,2,2,2,20,2.20000004768,20.2,06/14/09,2,2009-06-14 02:12:05.860,2009,6
1643,0,3,3,3,30,3.29999995232,30.3,06/14/09,3,2009-06-14 02:13:05.880,2009,6
1644,1,4,4,4,40,4.40000009537,40.4,06/14/09,4,2009-06-14 02:14:05.910,2009,6
1645,0,5,5,5,50,5.5,50.5,06/14/09,5,2009-06-14 02:15:05.950,2009,6
1646,1,6,6,6,60,6.59999990463,60.6,06/14/09,6,2009-06-14 02:16:06.000,2009,6
1647,0,7,7,7,70,7.69999980927,70.7,06/14/09,7,2009-06-14 02:17:06.600,2009,6
1648,1,8,8,8,80,8.80000019073,80.8,06/14/09,8,2009-06-14 02:18:06.130,2009,6
1649,0,9,9,9,90,9.89999961853,90.9,06/14/09,9,2009-06-14 02:19:06.210,2009,6
1650,1,0,0,0,0,0.0,0.0,06/15/09,0,2009-06-15 02:20:06.300,2009,6
1651,0,1,1,1,10,1.10000002384,10.1,06/15/09,1,2009-06-15 02:21:06.300,2009,6
1652,1,2,2,2,20,2.20000004768,20.2,06/15/09,2,2009-06-15 02:22:06.310,2009,6
1653,0,3,3,3,30,3.29999995232,30.3,06/15/09,3,2009-06-15 02:23:06.330,2009,6
1654,1,4,4,4,40,4.40000009537,40.4,06/15/09,4,2009-06-15 02:24:06.360,2009,6
1655,0,5,5,5,50,5.5,50.5,06/15/09,5,2009-06-15 02:25:06.400,2009,6
1656,1,6,6,6,60,6.59999990463,60.6,06/15/09,6,2009-06-15 02:26:06.450,2009,6
1657,0,7,7,7,70,7.69999980927,70.7,06/15/09,7,2009-06-15 02:27:06.510,2009,6
1658,1,8,8,8,80,8.80000019073,80.8,06/15/09,8,2009-06-15 02:28:06.580,2009,6
1659,0,9,9,9,90,9.89999961853,90.9,06/15/09,9,2009-06-15 02:29:06.660,2009,6
1660,1,0,0,0,0,0.0,0.0,06/16/09,0,2009-06-16 02:30:06.750,2009,6
1661,0,1,1,1,10,1.10000002384,10.1,06/16/09,1,2009-06-16 02:31:06.750,2009,6
1662,1,2,2,2,20,2.20000004768,20.2,06/16/09,2,2009-06-16 02:32:06.760,2009,6
1663,0,3,3,3,30,3.29999995232,30.3,06/16/09,3,2009-06-16 02:33:06.780,2009,6
1664,1,4,4,4,40,4.40000009537,40.4,06/16/09,4,2009-06-16 02:34:06.810,2009,6
1665,0,5,5,5,50,5.5,50.5,06/16/09,5,2009-06-16 02:35:06.850,2009,6
1666,1,6,6,6,60,6.59999990463,60.6,06/16/09,6,2009-06-16 02:36:06.900,2009,6
1667,0,7,7,7,70,7.69999980927,70.7,06/16/09,7,2009-06-16 02:37:06.960,2009,6
1668,1,8,8,8,80,8.80000019073,80.8,06/16/09,8,2009-06-16 02:38:07.300,2009,6
1669,0,9,9,9,90,9.89999961853,90.9,06/16/09,9,2009-06-16 02:39:07.110,2009,6
1670,1,0,0,0,0,0.0,0.0,06/17/09,0,2009-06-17 02:40:07.200,2009,6
1671,0,1,1,1,10,1.10000002384,10.1,06/17/09,1,2009-06-17 02:41:07.200,2009,6
1672,1,2,2,2,20,2.20000004768,20.2,06/17/09,2,2009-06-17 02:42:07.210,2009,6
1673,0,3,3,3,30,3.29999995232,30.3,06/17/09,3,2009-06-17 02:43:07.230,2009,6
1674,1,4,4,4,40,4.40000009537,40.4,06/17/09,4,2009-06-17 02:44:07.260,2009,6
1675,0,5,5,5,50,5.5,50.5,06/17/09,5,2009-06-17 02:45:07.300,2009,6
1676,1,6,6,6,60,6.59999990463,60.6,06/17/09,6,2009-06-17 02:46:07.350,2009,6
1677,0,7,7,7,70,7.69999980927,70.7,06/17/09,7,2009-06-17 02:47:07.410,2009,6
1678,1,8,8,8,80,8.80000019073,80.8,06/17/09,8,2009-06-17 02:48:07.480,2009,6
1679,0,9,9,9,90,9.89999961853,90.9,06/17/09,9,2009-06-17 02:49:07.560,2009,6
1680,1,0,0,0,0,0.0,0.0,06/18/09,0,2009-06-18 02:50:07.650,2009,6
1681,0,1,1,1,10,1.10000002384,10.1,06/18/09,1,2009-06-18 02:51:07.650,2009,6
1682,1,2,2,2,20,2.20000004768,20.2,06/18/09,2,2009-06-18 02:52:07.660,2009,6
1683,0,3,3,3,30,3.29999995232,30.3,06/18/09,3,2009-06-18 02:53:07.680,2009,6
1684,1,4,4,4,40,4.40000009537,40.4,06/18/09,4,2009-06-18 02:54:07.710,2009,6
1685,0,5,5,5,50,5.5,50.5,06/18/09,5,2009-06-18 02:55:07.750,2009,6
1686,1,6,6,6,60,6.59999990463,60.6,06/18/09,6,2009-06-18 02:56:07.800,2009,6
1687,0,7,7,7,70,7.69999980927,70.7,06/18/09,7,2009-06-18 02:57:07.860,2009,6
1688,1,8,8,8,80,8.80000019073,80.8,06/18/09,8,2009-06-18 02:58:07.930,2009,6
1689,0,9,9,9,90,9.89999961853,90.9,06/18/09,9,2009-06-18 02:59:08.100,2009,6
1690,1,0,0,0,0,0.0,0.0,06/19/09,0,2009-06-19 03:00:08.100,2009,6
1691,0,1,1,1,10,1.10000002384,10.1,06/19/09,1,2009-06-19 03:01:08.100,2009,6
1692,1,2,2,2,20,2.20000004768,20.2,06/19/09,2,2009-06-19 03:02:08.110,2009,6
1693,0,3,3,3,30,3.29999995232,30.3,06/19/09,3,2009-06-19 03:03:08.130,2009,6
1694,1,4,4,4,40,4.40000009537,40.4,06/19/09,4,2009-06-19 03:04:08.160,2009,6
1695,0,5,5,5,50,5.5,50.5,06/19/09,5,2009-06-19 03:05:08.200,2009,6
1696,1,6,6,6,60,6.59999990463,60.6,06/19/09,6,2009-06-19 03:06:08.250,2009,6
1697,0,7,7,7,70,7.69999980927,70.7,06/19/09,7,2009-06-19 03:07:08.310,2009,6
1698,1,8,8,8,80,8.80000019073,80.8,06/19/09,8,2009-06-19 03:08:08.380,2009,6
1699,0,9,9,9,90,9.89999961853,90.9,06/19/09,9,2009-06-19 03:09:08.460,2009,6
1700,1,0,0,0,0,0.0,0.0,06/20/09,0,2009-06-20 03:10:08.550,2009,6
1701,0,1,1,1,10,1.10000002384,10.1,06/20/09,1,2009-06-20 03:11:08.550,2009,6
1702,1,2,2,2,20,2.20000004768,20.2,06/20/09,2,2009-06-20 03:12:08.560,2009,6
1703,0,3,3,3,30,3.29999995232,30.3,06/20/09,3,2009-06-20 03:13:08.580,2009,6
1704,1,4,4,4,40,4.40000009537,40.4,06/20/09,4,2009-06-20 03:14:08.610,2009,6
1705,0,5,5,5,50,5.5,50.5,06/20/09,5,2009-06-20 03:15:08.650,2009,6
1706,1,6,6,6,60,6.59999990463,60.6,06/20/09,6,2009-06-20 03:16:08.700,2009,6
1707,0,7,7,7,70,7.69999980927,70.7,06/20/09,7,2009-06-20 03:17:08.760,2009,6
1708,1,8,8,8,80,8.80000019073,80.8,06/20/09,8,2009-06-20 03:18:08.830,2009,6
1709,0,9,9,9,90,9.89999961853,90.9,06/20/09,9,2009-06-20 03:19:08.910,2009,6
1710,1,0,0,0,0,0.0,0.0,06/21/09,0,2009-06-21 03:20:09.000,2009,6
1711,0,1,1,1,10,1.10000002384,10.1,06/21/09,1,2009-06-21 03:21:09.000,2009,6
1712,1,2,2,2,20,2.20000004768,20.2,06/21/09,2,2009-06-21 03:22:09.100,2009,6
1713,0,3,3,3,30,3.29999995232,30.3,06/21/09,3,2009-06-21 03:23:09.300,2009,6
1714,1,4,4,4,40,4.40000009537,40.4,06/21/09,4,2009-06-21 03:24:09.600,2009,6
1715,0,5,5,5,50,5.5,50.5,06/21/09,5,2009-06-21 03:25:09.100,2009,6
1716,1,6,6,6,60,6.59999990463,60.6,06/21/09,6,2009-06-21 03:26:09.150,2009,6
1717,0,7,7,7,70,7.69999980927,70.7,06/21/09,7,2009-06-21 03:27:09.210,2009,6
1718,1,8,8,8,80,8.80000019073,80.8,06/21/09,8,2009-06-21 03:28:09.280,2009,6
1719,0,9,9,9,90,9.89999961853,90.9,06/21/09,9,2009-06-21 03:29:09.360,2009,6
1720,1,0,0,0,0,0.0,0.0,06/22/09,0,2009-06-22 03:30:09.450,2009,6
1721,0,1,1,1,10,1.10000002384,10.1,06/22/09,1,2009-06-22 03:31:09.450,2009,6
1722,1,2,2,2,20,2.20000004768,20.2,06/22/09,2,2009-06-22 03:32:09.460,2009,6
1723,0,3,3,3,30,3.29999995232,30.3,06/22/09,3,2009-06-22 03:33:09.480,2009,6
1724,1,4,4,4,40,4.40000009537,40.4,06/22/09,4,2009-06-22 03:34:09.510,2009,6
1725,0,5,5,5,50,5.5,50.5,06/22/09,5,2009-06-22 03:35:09.550,2009,6
1726,1,6,6,6,60,6.59999990463,60.6,06/22/09,6,2009-06-22 03:36:09.600,2009,6
1727,0,7,7,7,70,7.69999980927,70.7,06/22/09,7,2009-06-22 03:37:09.660,2009,6
1728,1,8,8,8,80,8.80000019073,80.8,06/22/09,8,2009-06-22 03:38:09.730,2009,6
1729,0,9,9,9,90,9.89999961853,90.9,06/22/09,9,2009-06-22 03:39:09.810,2009,6
1730,1,0,0,0,0,0.0,0.0,06/23/09,0,2009-06-23 03:40:09.900,2009,6
1731,0,1,1,1,10,1.10000002384,10.1,06/23/09,1,2009-06-23 03:41:09.900,2009,6
1732,1,2,2,2,20,2.20000004768,20.2,06/23/09,2,2009-06-23 03:42:09.910,2009,6
1733,0,3,3,3,30,3.29999995232,30.3,06/23/09,3,2009-06-23 03:43:09.930,2009,6
1734,1,4,4,4,40,4.40000009537,40.4,06/23/09,4,2009-06-23 03:44:09.960,2009,6
1735,0,5,5,5,50,5.5,50.5,06/23/09,5,2009-06-23 03:45:10.000,2009,6
1736,1,6,6,6,60,6.59999990463,60.6,06/23/09,6,2009-06-23 03:46:10.500,2009,6
1737,0,7,7,7,70,7.69999980927,70.7,06/23/09,7,2009-06-23 03:47:10.110,2009,6
1738,1,8,8,8,80,8.80000019073,80.8,06/23/09,8,2009-06-23 03:48:10.180,2009,6
1739,0,9,9,9,90,9.89999961853,90.9,06/23/09,9,2009-06-23 03:49:10.260,2009,6
1740,1,0,0,0,0,0.0,0.0,06/24/09,0,2009-06-24 03:50:10.350,2009,6
1741,0,1,1,1,10,1.10000002384,10.1,06/24/09,1,2009-06-24 03:51:10.350,2009,6
1742,1,2,2,2,20,2.20000004768,20.2,06/24/09,2,2009-06-24 03:52:10.360,2009,6
1743,0,3,3,3,30,3.29999995232,30.3,06/24/09,3,2009-06-24 03:53:10.380,2009,6
1744,1,4,4,4,40,4.40000009537,40.4,06/24/09,4,2009-06-24 03:54:10.410,2009,6
1745,0,5,5,5,50,5.5,50.5,06/24/09,5,2009-06-24 03:55:10.450,2009,6
1746,1,6,6,6,60,6.59999990463,60.6,06/24/09,6,2009-06-24 03:56:10.500,2009,6
1747,0,7,7,7,70,7.69999980927,70.7,06/24/09,7,2009-06-24 03:57:10.560,2009,6
1748,1,8,8,8,80,8.80000019073,80.8,06/24/09,8,2009-06-24 03:58:10.630,2009,6
1749,0,9,9,9,90,9.89999961853,90.9,06/24/09,9,2009-06-24 03:59:10.710,2009,6
1750,1,0,0,0,0,0.0,0.0,06/25/09,0,2009-06-25 04:00:10.800,2009,6
